adlib_id,female_13-17,female_18-24,female_25-34,female_35-44,female_45-54,female_55-64,female_65+,male_13-17,male_18-24,male_25-34,male_35-44,male_45-54,male_55-64,male_65+,unknown_13-17,unknown_18-24,unknown_25-34,unknown_35-44,unknown_45-54,unknown_55-64,unknown_65+,unknown_Unknown
334336674935833,,0.626,0.349,0.025,,,,,,,,,,,,,,,,,,
345690260506706,,,,0.202,0.172,0.068,,,,,0.321,0.191,0.043,,,,,0.002,0.001,0,,
533340681344567,,0.087,0.239,0.025,,,,,0.139,0.462,0.045,,,,,0,0.002,0,,,,
847047152879844,,,,,,,,,0.601,0.373,0.026,,,,,,,,,,,
886928748838352,,,,0.016,0.038,0.036,,,,,0.358,0.375,0.174,,,,,0.002,0.001,0.001,,
915686729012079,,0.754,0.223,0.023,,,,,,,,,,,,,,,,,,
985983272242110,,0.009,0.017,0.002,,,,,0.248,0.669,0.053,,,,,0,0.003,0,,,,
991955678240558,,0.047,0.294,0.037,,,,,0.071,0.489,0.058,,,,,0,0.003,0.001,,,,
427508745657980,,,,,,,,,0.342,0.599,0.058,,,,,,,,,,,
1031903084246388,,0.32,0.609,0.071,,,,,,,,,,,,,,,,,,
4099830210054553,,,,0.094,0.26,0.221,,,,,0.149,0.184,0.089,,,,,0.002,0.001,0,,
143730404525299,,,,,,,,,0.514,0.457,0.029,,,,,,,,,,,
537468647445117,,0.676,0.299,0.025,,,,,,,,,,,,,,,,,,
303564464838871,,,,0.271,0.225,0.076,,,,,0.246,0.15,0.03,,,,,0.002,0.001,0,,
1115794702263340,,0.098,0.269,0.026,,,,,0.134,0.434,0.037,,,,,0,0.002,0,,,,
567505564434045,,,0.177,0.065,0.03,,,,,0.445,0.201,0.078,,,,,0.003,0.001,0,,,
568866144140328,,,,,,,,,0.351,0.589,0.061,,,,,,,,,,,
244304973886740,,,,0.084,0.144,0.091,,,,,0.313,0.276,0.086,,,,,0.003,0.001,0,,
331083215178568,,0.279,0.63,0.091,,,,,,,,,,,,,,,,,,
934752104038849,,0.013,0.112,0.02,,,,,0.104,0.669,0.078,,,,,0,0.003,0.001,,,,
1042388749841726,,,,0.241,0.168,0.054,,,,,0.339,0.161,0.033,,,,,0.003,0.001,0,,
545907683522231,,0.156,0.213,0.02,,,,,0.22,0.358,0.029,,,,,0.001,0.002,0,,,,
365549315035754,,0.758,0.227,0.015,,,,,,,,,,,,,,,,,,
402017201190090,,,,,,,,,0.71,0.271,0.019,,,,,,,,,,,
167202038676663,,0.425,0.529,0.046,,,,,,,,,,,,,,,,,,
175814994592055,,,,,,,,,0.435,0.526,0.039,,,,,,,,,,,
1005098123365243,,0.071,0.27,0.023,,,,,0.105,0.476,0.053,,,,,0,0.002,0,,,,
156722883191800,,,,0.127,0.152,0.106,,,,,0.267,0.238,0.108,,,,,0.001,0.001,0.001,,
250987836417287,,,,0.22,0.168,0.054,,,,,0.35,0.171,0.035,,,,,0.002,0.001,0,,
304936141366727,,0.067,0.215,0.02,,,,,0.147,0.509,0.04,,,,,0,0.002,0,,,,
343384380661094,,,,,,,,,0.488,0.478,0.035,,,,,,,,,,,
579564413031016,,0.48,0.482,0.038,,,,,,,,,,,,,,,,,,
776063269746700,,,,,,,,,0.789,0.203,0.008,,,,,,,,,,,
1232006557222091,,,,0.047,0.103,0.099,,,,,0.24,0.327,0.179,,,,,0.002,0.002,0.001,,
345206870518061,,0.184,0.075,0.005,,,,,0.311,0.388,0.031,,,,,0.002,0.004,,,,,
354201779383366,,0.9,0.094,0.006,,,,,,,,,,,,,,,,,,
367811084767755,,0.133,0.268,0.02,,,,,0.159,0.389,0.029,,,,,0,0.002,0,,,,
201140811814518,,0.703,0.28,0.018,,,,,,,,,,,,,,,,,,
4118775034909192,,,,0.245,0.223,0.083,,,,,0.242,0.164,0.04,,,,,0.001,0.001,0,,
4180478388704374,,,,,,,,,0.617,0.358,0.026,,,,,,,,,,,
497641054644672,,,,0.099,0.097,0.046,,,,,0.464,0.231,0.057,,,,,0.004,0.002,0,,
504894340568961,,,,,,,,,0.296,0.646,0.058,,,,,,,,,,,
530866988115102,,0.261,0.648,0.091,,,,,,,,,,,,,,,,,,
968236810677165,,0.01,0.103,0.016,,,,,0.093,0.697,0.079,,,,,0,0.002,0.001,,,,
226990989248237,,,,0.251,0.186,0.058,,,,,0.308,0.161,0.033,,,,,0.003,0.001,0,,
548058679707696,,,,,,,,,0.542,0.427,0.03,,,,,,,,,,,
4430911336992436,,0.773,0.216,0.012,,,,,,,,,,,,,,,,,,
5753860464655449,,0.136,0.223,0.023,,,,,0.149,0.428,0.038,,,,,0.001,0.002,0,,,,
336049344631781,,,,,,,,,0.424,0.527,0.049,,,,,,,,,,,
210355737628941,,0.418,0.526,0.056,,,,,,,,,,,,,,,,,,
364131431979097,,0.035,0.147,0.015,,,,,0.113,0.609,0.077,,,,,0,0.004,0,,,,
337736697879887,,,,0.048,0.112,0.11,,,,,0.258,0.314,0.154,,,,,0.001,0.002,0.001,,
201554218554186,,0.705,0.275,0.02,,,,,,,,,,,,,,,,,,
534968167649604,,,,0.227,0.189,0.068,,,,,0.295,0.179,0.04,,,,,0.002,0,0,,
342506893952670,,0.145,0.2,0.02,,,,,0.178,0.417,0.037,,,,,0.001,0.002,0,,,,
2821568984758443,,,,,,,,,0.629,0.348,0.024,,,,,,,,,,,
497391011345984,,,0.043,0.063,0.052,,,,,0.28,0.338,0.217,,,,,0.002,0.004,0.001,,,
188561679879747,,0.217,0.686,0.097,,,,,,,,,,,,,,,,,,
1425969134422823,,0.014,0.183,0.028,,,,,0.075,0.614,0.082,,,,,0,0.003,0.001,,,,
1326304671099411,,,,,,,,,0.282,0.653,0.064,,,,,,,,,,,
195550879159453,,,,0.119,0.13,0.067,,,,,0.363,0.244,0.069,,,,,0.005,0.002,0,,
804254093788705,,,,0.237,0.174,0.053,,,,,0.335,0.164,0.033,,,,,0.002,0.001,0,,
252139679578997,,,,,,,,,0.535,0.436,0.029,,,,,,,,,,,
397844794939250,,0.083,0.222,0.024,,,,,0.147,0.48,0.041,,,,,0.001,0.002,0,,,,
396951141718707,,0.655,0.323,0.022,,,,,,,,,,,,,,,,,,
597821331199801,,,,0.029,0.112,0.129,,,,,0.216,0.333,0.177,,,,,0.001,0.002,0,,
300621335128412,,0.552,0.399,0.049,,,,,,,,,,,,,,,,,,
846261689428745,,,,,,,,,0.552,0.411,0.037,,,,,,,,,,,
320040586465223,,0.025,0.069,0.009,,,,,0.201,0.626,0.066,,,,,0.001,0.003,0,,,,
283787323529755,,,,,,,,,0.572,0.403,0.025,,,,,,,,,,,
536332360887214,,0.714,0.272,0.014,,,,,,,,,,,,,,,,,,
208237697842620,,0.118,0.211,0.02,,,,,0.195,0.42,0.034,,,,,0.001,0.002,0,,,,
323980769275158,,,,0.231,0.203,0.068,,,,,0.291,0.167,0.038,,,,,0.002,0,0,,
196481369060662,,,,0.111,0.157,0.133,,,,,0.233,0.252,0.11,,,,,0.002,0.001,0,,
330419835290970,,0.438,0.51,0.052,,,,,,,,,,,,,,,,,,
513347469906926,,0.063,0.26,0.027,,,,,0.112,0.477,0.058,,,,,,0.002,0,,,,
298581921949269,,,,,,,,,0.436,0.526,0.038,,,,,,,,,,,
918319458713715,,0.171,0.258,0.022,,,,,0.156,0.362,0.028,,,,,0.001,0.001,0,,,,
170881298421686,,,,,,,,,0.57,0.407,0.023,,,,,,,,,,,
950579492374135,,,,0.254,0.188,0.059,,,,,0.306,0.158,0.032,,,,,0.002,0.001,0,,
1149087522249997,,0.701,0.284,0.015,,,,,,,,,,,,,,,,,,
318625709914519,,0.126,0.07,0.01,,,,,0.183,0.56,0.047,,,,,0.003,0.003,,,,,
252572189534220,,,,,,,,,0.56,0.42,0.02,,,,,,,,,,,
887351838525300,,,,0.07,0.191,0.149,,,,,0.251,0.252,0.083,,,,,0.002,0.003,0,,
6006932579331803,,0.868,0.123,0.009,,,,,,,,,,,,,,,,,,
310481110779725,,0.283,0.271,0.016,,,,,0.174,0.238,0.016,,,,,0.001,0.001,0,,,,
338274727769068,,,,0.315,0.216,0.066,,,,,0.247,0.128,0.026,,,,,0.002,0,0,,
607671690194638,,,,,,,,,0.692,0.297,0.011,,,,,,,,,,,
182147683873492,,0.735,0.258,0.007,,,,,,,,,,,,,,,,,,
886830608842186,,,,,,,,,0.537,0.439,0.023,,,,,,,,,,,
2934754866740109,,0.704,0.278,0.019,,,,,,,,,,,,,,,,,,
858233784780764,,,,0.045,0.13,0.111,,,,,0.331,0.262,0.114,,,,,0.005,0.002,0.001,,
334662948376044,,0.031,0.048,0.005,,,,,0.211,0.652,0.05,,,,,0.001,0.003,,,,,
4115696408491401,,,,,,,,,0.646,0.335,0.019,,,,,,,,,,,
822986048635053,,0.799,0.191,0.01,,,,,,,,,,,,,,,,,,
308529770990918,,0.188,0.228,0.019,,,,,0.184,0.35,0.03,,,,,0.001,0.001,0,,,,
396158585153757,,,,0.269,0.25,0.09,,,,,0.209,0.143,0.036,,,,,0.002,0.001,0,,
343382267338566,,0.37,0.054,0.002,,,,,0.359,0.189,0.014,,,,,0.01,0.002,,,,,
193842442670066,,0.919,0.078,0.002,,,,,,,,,,,,,,,,,,
338470974388576,,,,,,,,,0.864,0.129,0.007,,,,,,,,,,,
524539122015759,,,,0.06,0.131,0.11,,,,,0.235,0.299,0.16,,,,,0.002,0.002,0.002,,
911444332920512,,0.791,0.201,0.009,,,,,,,,,,,,,,,,,,
355217542872106,,,,0.241,0.19,0.066,,,,,0.295,0.167,0.039,,,,,0.002,0.001,0,,
398629131519777,,0.263,0.235,0.015,,,,,0.171,0.288,0.024,,,,,0.001,0.001,0,,,,
1394832370886015,,,,,,,,,0.691,0.294,0.016,,,,,,,,,,,
3268547200038981,,,,0.09,0.227,0.197,,,,,0.154,0.214,0.113,,,,,0.003,0.002,0,,
498729341208624,,0.338,0.6,0.062,,,,,,,,,,,,,,,,,,
828065507838423,,0.055,0.352,0.043,,,,,0.061,0.434,0.051,,,,,,0.003,0,,,,
551829949351882,,,,,,,,,0.388,0.56,0.051,,,,,,,,,,,
361906395286566,,,,,,,,,0.713,0.272,0.015,,,,,,,,,,,
502530054295307,,0.337,0.204,0.014,,,,,0.179,0.244,0.018,,,,,0.002,0.001,0,,,,
520387455779728,,,,0.288,0.21,0.066,,,,,0.264,0.141,0.029,,,,,0.002,0.001,0,,
2906831749566595,,0.862,0.133,0.005,,,,,,,,,,,,,,,,,,
1040351860068098,,0.005,0.029,0.004,,,,,0.095,0.764,0.1,,,,,,0.003,0,,,,
205222618151368,,0.287,0.63,0.082,,,,,,,,,,,,,,,,,,
4583730358355780,,,,0.017,0.052,0.053,,,,,0.39,0.359,0.126,,,,,0.002,0.001,0,,
206930297977611,,,,,,,,,0.318,0.619,0.063,,,,,,,,,,,
219688576670375,,0.649,0.329,0.022,,,,,,,,,,,,,,,,,,
798154037522143,,,,0.237,0.192,0.07,,,,,0.293,0.167,0.038,,,,,0.002,0,0,,
287909786355400,,,,,,,,,0.543,0.429,0.028,,,,,,,,,,,
860255794842706,,0.122,0.285,0.025,,,,,0.138,0.395,0.033,,,,,0,0.002,0,,,,
219947336619639,,,,0.034,0.077,0.071,,,,,0.298,0.362,0.155,,,,,0.001,0.001,0,,
504485964136158,,0.411,0.534,0.055,,,,,,,,,,,,,,,,,,
842054743379837,,,,,,,,,0.441,0.52,0.039,,,,,,,,,,,
203337755033877,,0.03,0.134,0.015,,,,,0.137,0.616,0.067,,,,,,0.002,,,,,
227359059054242,,,,0.232,0.172,0.055,,,,,0.341,0.165,0.033,,,,,0.002,0.001,0,,
792882458039328,,,,,,,,,0.625,0.355,0.02,,,,,,,,,,,
539630747383825,,0.176,0.219,0.019,,,,,0.169,0.384,0.031,,,,,0.001,0.002,0,,,,
491486861944883,,0.777,0.214,0.009,,,,,,,,,,,,,,,,,,
646008410134066,,0.723,0.263,0.014,,,,,,,,,,,,,,,,,,
976784569734041,,,,,,,,,0.572,0.402,0.026,,,,,,,,,,,
847335159534265,,,,0.249,0.178,0.056,,,,,0.322,0.16,0.032,,,,,0.002,0.001,0,,
571346770702908,,0.093,0.197,0.02,,,,,0.178,0.469,0.039,,,,,0.001,0.002,0,,,,
883775875571969,,0.011,0.096,0.015,,,,,0.096,0.691,0.088,,,,,0,0.003,0.001,,,,
186952200103966,,0.254,0.653,0.093,,,,,,,,,,,,,,,,,,
257580669474346,,,,0.058,0.108,0.071,,,,,0.389,0.284,0.084,,,,,0.003,0.002,0,,
281472223760259,,,,,,,,,0.309,0.627,0.064,,,,,,,,,,,
931386970763982,,0.028,0.134,0.247,0.027,,,,0.058,0.196,0.274,0.025,,,,0.001,0.003,0.007,0.001,,,
541802957231558,,0.032,0.103,0.121,,,,,0.134,0.334,0.266,,,,,0.001,0.004,0.005,,,,
945526582937246,,0.36,0.119,0.043,,,,,0.251,0.153,0.068,,,,,0.006,0.001,0,,,,
350139773307410,,0.245,0.655,0.1,,,,,,,,,,,,,,,,,,
498947708022126,,0.004,0.048,0.01,,,,,0.087,0.749,0.099,,,,,0,0.003,0,,,,
394604588601608,,,,0.034,0.083,0.071,,,,,0.404,0.312,0.093,,,,,0.003,0.001,0,,
3025802317703867,,,,,,,,,0.279,0.649,0.073,,,,,,,,,,,
318456719934157,,0.776,0.21,0.014,,,,,,,,,,,,,,,,,,
485798725844917,,,,0.222,0.19,0.071,,,,,0.319,0.162,0.035,,,,,0.002,0,0,,
535571677570391,,,,,,,,,0.564,0.41,0.026,,,,,,,,,,,
1766925873479261,,0.191,0.207,0.019,,,,,0.214,0.336,0.031,,,,,0.001,0.001,0,,,,
996390321108172,,,,0.028,0.061,0.069,,,,,0.288,0.342,0.207,,,,,0.002,0.003,0.001,,
243599490907332,,0.02,0.027,0.002,,,,,0.251,0.633,0.062,,,,,0,0.004,,,,,
863110704620115,,0.693,0.278,0.029,,,,,,,,,,,,,,,,,,
333707261548584,,,,,,,,,0.535,0.43,0.035,,,,,,,,,,,
487343465896795,,0.112,0.23,0.02,,,,,0.194,0.404,0.036,,,,,0,0.002,0,,,,
899589623963828,,0.629,0.343,0.028,,,,,,,,,,,,,,,,,,
795434487825599,,,,0.232,0.196,0.073,,,,,0.294,0.166,0.036,,,,,0.002,0.001,0,,
822100768442186,,,,,,,,,0.578,0.391,0.032,,,,,,,,,,,
541918300156688,,0.806,0.178,0.015,,,,,,,,,,,,,,,,,,
4041173685979487,,,,,,,,,0.586,0.387,0.026,,,,,,,,,,,
348031780049804,,0.075,0.045,0.004,,,,,0.308,0.507,0.056,,,,,0.001,0.003,,,,,
2978304925759107,,,,0.041,0.071,0.086,,,,,0.245,0.34,0.213,,,,,0.002,0.002,,,
838398840409131,,,,0.216,0.181,0.075,,,,,0.318,0.17,0.039,,,,,0.002,0.001,0,,
2932154767098826,,0.801,0.186,0.013,,,,,,,,,,,,,,,,,,
245973030199637,,,,,,,,,0.721,0.261,0.018,,,,,,,,,,,
529377748216159,,0.211,0.158,0.016,,,,,0.268,0.319,0.026,,,,,0.001,0.002,0,,,,
528409604865136,,,,,,,,,0.413,0.538,0.049,,,,,,,,,,,
319316086304665,,,,0.033,0.1,0.1,,,,,0.246,0.345,0.173,,,,,0.002,0.001,0.001,,
161423589363108,,0.022,0.134,0.015,,,,,0.129,0.619,0.077,,,,,0.001,0.003,0.001,,,,
328672808862817,,0.363,0.574,0.063,,,,,,,,,,,,,,,,,,
961410147958031,,,,0.219,0.193,0.074,,,,,0.306,0.166,0.039,,,,,0.002,0,0,,
312767880539852,,0.124,0.204,0.02,,,,,0.196,0.418,0.037,,,,,0,0.002,0,,,,
1451418371878367,,,,,,,,,0.553,0.418,0.029,,,,,,,,,,,
2215866841881887,,0.701,0.279,0.021,,,,,,,,,,,,,,,,,,
521221972631476,,,,,,,,,0.338,0.596,0.067,,,,,,,,,,,
1940697436112000,,,,0.08,0.116,0.082,,,,,0.347,0.277,0.094,,,,,0.003,0.001,0,,
1898309340345981,,0.012,0.102,0.019,,,,,0.1,0.659,0.103,,,,,,0.003,0.001,,,,
2899972616908247,,0.299,0.614,0.086,,,,,,,,,,,,,,,,,,
1185292795275875,,0.122,0.234,0.023,,,,,0.172,0.407,0.038,,,,,0,0.002,0,,,,
335265048166538,,0.728,0.252,0.02,,,,,,,,,,,,,,,,,,
392836242076005,,,,,,,,,0.569,0.402,0.029,,,,,,,,,,,
4376627279043601,,,,0.217,0.188,0.071,,,,,0.308,0.173,0.042,,,,,0.002,0,0,,
1231463060641818,,0.83,0.153,0.017,,,,,,,,,,,,,,,,,,
508001866969514,,,,,,,,,0.565,0.407,0.028,,,,,,,,,,,
500922721120321,,,,0.031,0.064,0.075,,,,,0.293,0.339,0.192,,,,,0.001,0.003,0.003,,
499258361290808,,0.073,0.044,0.002,,,,,0.25,0.56,0.062,,,,,0.003,0.006,,,,,
914374136086070,,,,,,,,,0.695,0.286,0.019,,,,,,,,,,,
1256346381451197,,0.824,0.166,0.01,,,,,,,,,,,,,,,,,,
1239151666532037,,0.152,0.179,0.014,,,,,0.248,0.378,0.027,,,,,0.001,0.002,0,,,,
831465384469059,,,,0.219,0.166,0.057,,,,,0.35,0.167,0.039,,,,,0.002,0.001,0,,
491937602061526,,,,,,,,,0.218,0.7,0.082,,,,,,,,,,,
3144664039153986,,,,0.019,0.025,0.015,,,,,0.563,0.309,0.065,,,,,0.002,0.001,0,,
326078565796046,,0.001,0.027,0.003,,,,,0.064,0.79,0.112,,,,,0,0.002,0,,,,
332097588355898,,0.206,0.69,0.103,,,,,,,,,,,,,,,,,,
648031522820404,,,,,,,,,0.534,0.431,0.035,,,,,,,,,,,
197750118906181,,0.048,0.162,0.019,,,,,0.174,0.542,0.052,,,,,0,0.002,0,,,,
333417951641293,,0.539,0.425,0.036,,,,,,,,,,,,,,,,,,
534208774656299,,,,0.182,0.153,0.062,,,,,0.366,0.19,0.044,,,,,0.002,0,0,,
526879991680440,,0.909,0.088,0.002,,,,,,,,,,,,,,,,,,
329266151973365,,0.127,0.041,0.002,,,,,0.485,0.312,0.032,,,,,0.001,0.001,,,,,
3989368747846253,,,,0.035,0.081,0.063,,,,,0.287,0.361,0.169,,,,,0.001,0.001,0.001,,
295107022347398,,,,,,,,,0.791,0.199,0.01,,,,,,,,,,,
138464838354861,,,,,,,,,0.836,0.158,0.006,,,,,,,,,,,
841264260133055,,0.293,0.116,0.005,,,,,0.384,0.191,0.009,,,,,0.001,0.001,0,,,,
387531286028820,,0.872,0.125,0.003,,,,,,,,,,,,,,,,,,
306207394520593,,,,0.296,0.235,0.077,,,,,0.231,0.13,0.029,,,,,0.002,0.001,0,,
1211469635961939,,,,,,,,,0.412,0.542,0.046,,,,,,,,,,,
1239248109837127,,0.372,0.58,0.048,,,,,,,,,,,,,,,,,,
242102207275052,,0.04,0.264,0.024,,,,,0.122,0.494,0.048,,,,,0,0.007,0.001,,,,
242568840557109,,,,0.11,0.201,0.151,,,,,0.196,0.214,0.119,,,,,0.005,0.003,0.002,,
1706557122876805,,,,0.248,0.234,0.097,,,,,0.235,0.145,0.039,,,,,0.002,0,0,,
530072191367095,,,,,,,,,0.691,0.292,0.018,,,,,,,,,,,
760537387914165,,0.179,0.279,0.025,,,,,0.157,0.329,0.028,,,,,0,0.002,0,,,,
970893787002422,,0.746,0.239,0.016,,,,,,,,,,,,,,,,,,
333627561629408,,,,0.023,0.029,0.013,,,,,0.609,0.277,0.04,,,,,0.007,0.001,,,
173288661419619,,0.243,0.659,0.099,,,,,,,,,,,,,,,,,,
976948876179671,,0.001,0.007,0.002,,,,,0.088,0.802,0.096,,,,,,0.004,0.001,,,,
814257826195145,,,,,,,,,0.245,0.704,0.051,,,,,,,,,,,
4144276558999703,,,,0.216,0.209,0.086,,,,,0.272,0.172,0.045,,,,,0.001,0,0,,
152329703507816,,0.135,0.252,0.025,,,,,0.148,0.397,0.04,,,,,0,0.002,0,,,,
467692771172149,,,,,,,,,0.548,0.424,0.028,,,,,,,,,,,
651011582968061,,0.74,0.244,0.016,,,,,,,,,,,,,,,,,,
1001468860607261,,0.356,0.607,0.037,,,,,,,,,,,,,,,,,,
492412388679030,,,,,,,,,0.312,0.662,0.026,,,,,,,,,,,
494707274976779,,,,0.005,0.011,0.004,,,,,0.733,0.208,0.031,,,,,0.006,0.002,,,
314691560286532,,0.001,0.001,,,,,,0.141,0.801,0.053,,,,,,0.003,,,,,
1655068491550492,,0.839,0.15,0.011,,,,,,,,,,,,,,,,,,
204744768297653,,,,,,,,,0.756,0.226,0.019,,,,,,,,,,,
241442007346798,,0.139,0.135,0.013,,,,,0.231,0.438,0.042,,,,,0.001,0.002,0,,,,
1706794333042786,,,,0.179,0.168,0.063,,,,,0.334,0.202,0.051,,,,,0.003,0.001,0,,
1019612588792904,,0.056,0.252,0.027,,,,,0.088,0.527,0.05,,,,,0,0.001,0,,,,
974376770019812,,,,,,,,,0.362,0.588,0.05,,,,,,,,,,,
872180336977639,,0.391,0.553,0.056,,,,,,,,,,,,,,,,,,
2621889651445767,,,,0.08,0.158,0.149,,,,,0.237,0.248,0.124,,,,,0.002,0.001,0.001,,
309890604200286,,0.691,0.292,0.018,,,,,,,,,,,,,,,,,,
302198534945249,,0.212,0.218,0.018,,,,,0.184,0.339,0.026,,,,,0,0.002,0,,,,
498415647880059,,,,,,,,,0.614,0.364,0.022,,,,,,,,,,,
2264489097014351,,,,0.238,0.205,0.074,,,,,0.273,0.167,0.04,,,,,0.002,0.001,0,,
909723923218755,,,,,,,,,0.523,0.445,0.032,,,,,,,,,,,
952279372199020,,0.086,0.251,0.03,,,,,0.136,0.442,0.052,,,,,0,0.003,0,,,,
475589700403973,,0.619,0.35,0.031,,,,,,,,,,,,,,,,,,
849353302675483,,,,0.23,0.195,0.074,,,,,0.303,0.156,0.04,,,,,0.002,0.001,0,,
330189465168419,,,,0.099,0.173,0.118,,,,,0.291,0.225,0.09,,,,,0.004,0.001,0.001,,
2885905625008050,,0.38,0.562,0.058,,,,,,,,,,,,,,,,,,
148939577184295,,0.02,0.159,0.018,,,,,0.113,0.628,0.059,,,,,0,0.003,0.001,,,,
272696707976904,,,,,,,,,0.463,0.5,0.038,,,,,,,,,,,
2884605695093566,,0.87,0.117,0.013,,,,,,,,,,,,,,,,,,
157717419674967,,,,,,,,,0.695,0.277,0.027,,,,,,,,,,,
323077206191232,,0.17,0.063,0.004,,,,,0.292,0.419,0.047,,,,,0.002,0.002,,,,,
341297227583996,,,,0.053,0.078,0.066,,,,,0.306,0.316,0.177,,,,,0.001,0.002,0.001,,
1248429322240163,,0.25,0.19,0.016,,,,,0.192,0.323,0.025,,,,,0.001,0.002,0,,,,
762722381068774,,,,0.227,0.167,0.058,,,,,0.34,0.168,0.036,,,,,0.003,0.001,,,
1149826585530359,,,,,,,,,0.648,0.327,0.025,,,,,,,,,,,
826072034768867,,0.886,0.109,0.006,,,,,,,,,,,,,,,,,,
504817777336450,,0.007,0.01,0.002,,,,,0.248,0.666,0.061,,,,,0.001,0.005,0.001,,,,
4346320948766012,,,,,,,,,0.275,0.668,0.056,,,,,,,,,,,
172638868160499,,,,0.01,0.024,0.079,0.157,,,,0.118,0.177,0.191,0.238,,,,0.001,0,0.002,0.002,
489060285719097,,0.314,0.621,0.065,,,,,,,,,,,,,,,,,,
518142079385960,,0.449,0.521,0.031,,,,,,,,,,,,,,,,,,
4060884727293292,,0.169,0.13,0.012,,,,,0.299,0.356,0.03,,,,,0.001,0.003,0,,,,
1010802579755122,,,,0.147,0.131,0.092,0.073,,,,0.248,0.165,0.069,0.071,,,,0.002,0.001,0,0.001,
1417144058650625,,,,,,,,,0.322,0.634,0.044,,,,,,,,,,,
196963832194845,,,,,,,,,0.24,0.694,0.066,,,,,,,,,,,
3627499444018570,,,,0.199,0.179,0.118,0.065,,,,0.22,0.133,0.046,0.037,,,,0.002,0.001,0,0,
336102884568229,,0.361,0.589,0.05,,,,,,,,,,,,,,,,,,
481848179567586,,0.087,0.261,0.027,,,,,0.133,0.447,0.041,,,,,0,0.003,0,,,,
869267523626906,,0.542,0.458,,,,,,,,,,,,,,,,,,,
1205083093250283,,,,0.036,0.052,0.048,0.198,,,,0.067,0.139,0.171,0.282,,,,0.004,,0.004,,
322027229550523,,,,,,,,,0.556,0.444,,,,,,,,,,,,
246457350575336,,0.41,0.165,0.007,,,,,0.263,0.14,0.007,,,,,0.004,0.004,,,,,
192097622827539,,0.521,0.461,0.017,,,,,,,,,,,,,,,,,,
384258109659683,,,,0.253,0.162,0.058,0.037,,,,0.29,0.128,0.032,0.036,,,,0.003,0.001,0,0.001,
1413149325750826,,0.304,0.122,0.006,,,,,0.363,0.194,0.009,,,,,0.001,0.001,0,,,,
233035354950191,,,,,,,,,0.364,0.602,0.033,,,,,,,,,,,
1443816652627519,,0.612,0.383,0.005,,,,,,,,,,,,,,,,,,
604980343816993,,,,0.052,0.072,0.138,0.346,,,,0.072,0.06,0.075,0.179,,,,0.001,,0.002,0.002,
768252097174201,,,,,,,,,0.634,0.354,0.012,,,,,,,,,,,
391211405548764,,0.381,0.153,0.002,,,,,0.334,0.124,0.004,,,,,0.002,0,,,,,
503525697457961,,,,0.01,0.019,0.096,0.191,,,,0.067,0.136,0.207,0.269,,,,,,0.003,0.003,
522149935890575,,,,,,,,,0.326,0.615,0.059,,,,,,,,,,,
852714195453048,,0.327,0.602,0.07,,,,,,,,,,,,,,,,,,
252844559949197,,0.032,0.045,0.005,,,,,0.285,0.568,0.058,,,,,0.001,0.005,,,,,
871490190115855,,0.165,0.167,0.016,,,,,0.24,0.376,0.032,,,,,0.001,0.003,0,,,,
151768590321710,,,,,,,,,0.318,0.644,0.038,,,,,,,,,,,
538191677209569,,,,0.169,0.144,0.08,0.046,,,,0.298,0.166,0.05,0.043,,,,0.003,0,0,0.001,
384640606302162,,0.34,0.619,0.041,,,,,,,,,,,,,,,,,,
218587660096474,,0.546,0.423,0.031,,,,,,,,,,,,,,,,,,
388241225910395,,,,,,,,,0.372,0.584,0.043,,,,,,,,,,,
504613583991935,,,,0.011,0.024,0.087,0.176,,,,0.081,0.168,0.202,0.247,,,,,,0.002,0.002,
974676036635189,,0.094,0.028,0.001,,,,,0.374,0.452,0.044,,,,,0.002,0.005,0.001,,,,
836414993953289,,,,0.025,0.064,0.095,0.111,,,,0.205,0.246,0.145,0.105,,,,0.002,0.001,0.001,0.001,
1464658313889679,,,,,,,,,0.156,0.757,0.087,,,,,,,,,,,
319488182890032,,0.017,0.094,0.018,,,,,0.131,0.648,0.087,,,,,0,0.004,0.001,,,,
488021335742295,,0.122,0.766,0.112,,,,,,,,,,,,,,,,,,
187548520040672,,,,,,,,,0.358,0.592,0.05,,,,,,,,,,,
2842794759294110,,,,0.182,0.158,0.086,0.047,,,,0.276,0.159,0.05,0.041,,,,0.002,0,0,0.001,
234781748079334,,0.2,0.119,0.011,,,,,0.298,0.335,0.032,,,,,0.001,0.003,0,,,,
305007761263964,,0.469,0.498,0.033,,,,,,,,,,,,,,,,,,
204853341488665,,0.309,0.645,0.046,,,,,,,,,,,,,,,,,,
415982359362936,,0.084,0.167,0.019,,,,,0.193,0.49,0.044,,,,,0,0.003,0,,,,
166085098813138,,,,0.162,0.166,0.096,0.054,,,,0.256,0.163,0.059,0.042,,,,0.002,0.001,0,0,
925894828194991,,,,,,,,,0.262,0.692,0.045,,,,,,,,,,,
389104142477384,,,,,,,,,0.27,0.681,0.05,,,,,,,,,,,
6035672429806459,,,,0.007,0.03,0.103,0.184,,,,0.066,0.167,0.185,0.254,,,,,0.001,0.001,0.002,
168986345182488,,0.296,0.626,0.077,,,,,,,,,,,,,,,,,,
328297558800403,,0.01,0.021,0.003,,,,,0.241,0.655,0.065,,,,,0.001,0.004,0,,,,
